Course Code,SIS Student ID,Attendance,Count
AWG  1002 02 in 08B/001,159595,absent,1
AWG  1002 03 in 10/105,152803,absent,1
AWG  1002 03 in 10/105,153449,absent,1
AWG  1002 03 in 10/105,153893,absent,1
AWG  1002 05 in 08B/102,92629,absent,1
AWG  1002 05 in 08B/102,140098,absent,1
AWG  1002 05 in 08B/102,149658,late,1
AWG  1002 05 in 08B/102,150423,absent,1
AWG  1002 05 in 08B/102,156519,late,1
AWG  1002 05 in 08B/102,159657,absent,1
AWG  1002 06 in 08B/103,145180,absent,1
AWG  1002 06 in 08B/103,147916,absent,1
AWG  1002 06 in 08B/103,148003,absent,1
AWG  1002 06 in 08B/103,149131,absent,1
AWG  1002 06 in 08B/103,150580,absent,1
AWG  1002 06 in 08B/103,153711,absent,1
AWG  1002 06 in 08B/103,155647,absent,1
AWG  1002 07 in 08B/104,120306,late,1
AWG  1002 07 in 08B/104,143693,absent,1
AWG  1002 07 in 08B/104,147761,absent,1
AWG  1002 07 in 08B/104,149842,absent,1
AWG  1002 07 in 08B/104,156438,absent,1
AWG  1002 08 in 08B/106,153145,absent,1
AWG  1002 08 in 08B/106,154117,absent,1
AWG  1002 09 in 10/102,145005,absent,1
AWG  1002 09 in 10/102,149457,absent,1
AWG  1002 09 in 10/102,155893,absent,1
AWG  1002 09 in 10/102,156559,absent,1
AWG  1002 09 in 10/102,156767,absent,1
AWG  1002 10 in 08B/105,145178,absent,1
AWG  1002 10 in 08B/105,147922,absent,1
AWG  1002 12 in 04/102,156761,absent,1
AWG  1002 13 in 05/107,146798,absent,1
AWG  1002 14 in 08B/107,144364,absent,1
AWG  1002 15 in 08B/002,156473,absent,1
AWG  1002 15 in 08B/002,157898,absent,1
BIO  1401 03   L in 05/005,85369,late,1
BIO  1401 03   L in 05/005,85990,late,1
BTC  3355 01 in 08/111,90461,absent,1
CHE  1400 04 in 06/003,80275,absent,1
CHE  1400 04 in 06/003,84181,absent,1
CHE  1400 04 in 06/003,85393,absent,1
CHE  1400 04 in 06/003,99958,absent,1
CHE  1400 04 in 06/003,120061,absent,1
CHE  1400 04 in 06/003,120825,absent,1
CHE  1400 04 in 06/003,125591,absent,1
CHE  1400 04 in 06/003,136071,absent,1
CHE  1400 04 in 06/003,136489,absent,1
CHE  1400 04 in 06/003,141476,absent,1
CHE  1400 06   L in 06/006,122127,absent,1
CHE  1400 06   L in 06/006,138345,absent,1
CHE  1400 07   L in 06/006,107763,absent,1
CHE  1400 07   L in 06/006,144638,absent,1
CHE  1400 08   L in 06/006,118959,absent,1
CHE  1400 09   L in 06/006,85214,absent,1
CHE  1400 09   L in 06/006,113929,absent,1
CHE  1400 09   L in 06/006,142037,late,1
CHE  1400 09   L in 06/006,150885,absent,1
CHE  1401 01 in 06/003,101121,absent,1
CHE  1401 01 in 06/003,153129,absent,1
CHE  1401 01 in 06/003,157279,absent,1
CHE  1401 02 in 06/003,144724,absent,1
CHE  1401 02 in 06/003,145031,absent,1
CHE  1401 02 in 06/003,145157,absent,1
CHE  1401 03 in 06/003,99852,absent,1
CHE  1401 03 in 06/003,146279,absent,1
CHE  1401 03 in 06/003,147053,absent,1
CHE  1401 04 in 06/003,76484,absent,1
CHE  1401 04 in 06/003,113494,absent,1
CHE  1401 04 in 06/003,116752,absent,1
CHE  1401 05 in 06/003,90793,absent,1
CHE  1401 05 in 06/003,98392,absent,1
CHE  1401 05 in 06/003,100485,absent,1
CHE  1401 05 in 06/003,102913,absent,1
CHE  1401 05 in 06/003,111797,absent,1
CHE  1401 05 in 06/003,119574,late,1
COM  1301 13 in 08B/AUD,155177,absent,1
COM  1301 15 in 10/107,119087,late,1
COM  1301 15 in 10/107,145356,late,1
COM  1301 15 in 10/107,156102,absent,1
COM  1301 16 in 11/101,122127,absent,1
COM  1301 16 in 11/101,124275,late,1
COM  1301 16 in 11/101,145196,late,1
COM  1301 16 in 11/101,148283,late,1
COM  1301 16 in 11/101,157213,late,1
COM  1301 18 in 08B/101,143031,absent,1
COM  1301 25 in 06/008,146016,absent,1
COM  2403 02 in 08/003,100817,absent,1
COM  2404 02   L,96706,absent,1
COM  2404 02   L,115147,absent,1
COM  2404 02   L,120494,late,1
COM  2404 02   L,121441,absent,1
COM  2427 01 in 08/003,84582,absent,1
COM  2427 01 in 08/003,98222,absent,1
COM  2427 02 in 08/003,90592,absent,1
COM  3301 01 in 10/105,79925,absent,1
COM  3301 01 in 10/105,97215,absent,1
COM  3301 01 in 10/105,102199,absent,1
COM  3304 01 in 04/002,77294,late,1
COM  3304 01 in 04/002,85153,absent,1
COM  3304 01 in 04/002,85518,late,1
COM  3304 01 in 04/002,89009,late,1
COM  3304 01 in 04/002,96119,absent,1
COM  3304 01 in 04/002,100936,absent,1
COM  3315 01 in 06/008,86974,absent,1
COM  4405 01   L,95767,late,1
COM  5313 01 in 08/101,98680,absent,1
COM  5313 01 in 08/101,149511,absent,1
CSC  1300 04 in 07/2,141859,absent,1
CSC  1300 04 in 07/2,154113,absent,1
CSC  1300 04 in 07/2,156555,absent,1
CSC  1300 04 in 07/2,156580,absent,1
CSC  1300 04 in 07/2,157414,absent,1
CSC  1401 06   L in 05/003,148488,absent,1
CSC  1401 08   L in 05/003,153112,absent,1
CSC  1401 08   L in 05/003,153129,absent,1
CSC  1401 08 in 04/107,156209,absent,1
CSC  1401 09   L in 05/003,147705,absent,1
CSC  1401 09   L in 05/003,154230,absent,1
CSC  1401 09 in 09/104,145425,absent,1
CSC  1401 10   L in 05/003,144840,absent,1
CSC  1401 10   L in 05/003,145225,absent,1
CSC  1402 01 in 04/003,152196,absent,1
CSC  1402 02 in 06/008,146064,absent,1
CSC  1402 02 in 06/008,146979,absent,1
CSC  2302 05 in 08B/108,138755,absent,1
CSC  2302 05 in 08B/108,143055,absent,1
CSC  2302 05 in 08B/108,146292,late,1
CSC  2302 05 in 08B/108,147772,late,1
CSC  2306 06 in 11/003,79485,absent,1
CSC  2306 06 in 11/003,119020,absent,1
CSC  2306 06 in 11/003,120038,absent,1
CSC  2309 01 in 04/007,77650,absent,1
CSC  2309 01 in 04/007,85305,absent,1
CSC  2309 01 in 04/007,150556,absent,1
CSC  2309 02 in 04/007,88238,absent,1
CSC  2309 02 in 04/007,113494,absent,1
CSC  2309 02 in 04/007,144603,absent,1
CSC  2309 02 in 04/007,149151,absent,1
CSC  3315 01 in 04/105,99876,absent,1
CSC  3315 01 in 04/105,101788,absent,1
CSC  3315 01 in 04/105,111797,absent,1
CSC  3315 02 in 04/104,80181,absent,1
CSC  3324 03 in 04/104,55403,absent,1
CSC  3331 01 in OFFF/ONLIN,79694,absent,1
CSC  3351 01 in 04/004,84862,absent,1
CSC  3351 01 in 04/004,86247,absent,1
CSC  3351 02 in 04/106,85778,absent,1
CSC  3351 02 in 04/106,99691,absent,1
CSC  3351 02 in 04/106,101619,absent,1
CSC  3351 02 in 04/106,105842,absent,1
CSC  4301 01 in 04/102,89340,absent,1
CSC  4301 01 in 04/102,95619,absent,1
CSC  4301 02 in 08B/108,82626,absent,1
CSC  4301 02 in 08B/108,98901,absent,1
CSC  4301 02 in 08B/108,99901,absent,1
CSC  4301 02 in 08B/108,102194,absent,1
CSC  5345 01 in 10/105,80381,absent,1
CSC  5354 01 in 08/014,80381,absent,1
CSC  5356 01 in 10/007,80381,absent,1
CSC  5382 01 in 08B/002,80561,absent,1
ECO  2301 05 in 07/003,122730,absent,1
ECO  2301 05 in 07/003,145643,absent,1
ECO  2301 05 in 07/003,148151,absent,1
ECO  2301 05 in 07/003,149833,absent,1
ECO  2302 02 in 08B/108,105610,absent,1
ECO  2302 02 in 08B/108,118192,absent,1
ECO  2302 02 in 08B/108,125207,absent,1
EGR  2302 05 in 04/105,95030,absent,1
EGR  2302 05 in 04/105,120198,absent,1
EGR  2302 05 in 04/105,122826,absent,1
EGR  2302 07 in 04/104,88948,absent,1
EGR  2302 07 in 04/104,97990,absent,1
EGR  2302 07 in 04/104,119742,absent,1
EGR  2302 07 in 04/104,140655,late,1
EGR  2302 08 in 04/004,111275,absent,1
EGR  2302 08 in 04/004,138755,absent,1
EGR  2311 01 in 06/106,115195,absent,1
EGR  2312 01 in 08/013,77762,absent,1
EGR  3301 01   L,94638,absent,1
EGR  3301 01   L,98833,late,1
EGR  3301 01 in 08B/217,85570,absent,1
EGR  3301 01 in 08B/217,94638,absent,1
EGR  3305 01 in 08B/001,90329,absent,1
EGR  3306 01 in 07/107,76288,absent,1
EGR  3306 01 in 07/107,81087,absent,1
EGR  3306 01 in 07/107,85570,absent,1
EGR  3331 02 in 07/107,92452,absent,1
EGR  3331 02 in 07/107,99657,absent,1
EGR  3331 02 in 07/107,113826,absent,1
EGR  3331 02 in 07/107,117644,absent,1
EGR  3392 01 in 04/002,84214,absent,1
EGR  3392 01 in 04/002,85479,absent,1
ENG  1301 12 in 04/007,152026,late,1
ENG  1301 12 in 04/007,154131,late,1
ENG  1301 12 in 04/007,155219,absent,1
ENG  1301 12 in 04/007,159421,late,1
ENG  1301 13 in 06/106,144296,late,1
ENG  1301 13 in 06/106,148195,late,1
ENG  1301 13 in 06/106,149230,late,1
ENG  1301 13 in 06/106,149901,late,1
ENG  1301 13 in 06/106,150856,absent,1
ENG  1301 13 in 06/106,156656,late,1
ENG  1301 14 in 08/104,117629,absent,1
ENG  1301 14 in 08/104,119942,absent,1
ENG  1301 14 in 08/104,145691,absent,1
ENG  1301 14 in 08/104,147914,absent,1
ENG  1301 14 in 08/104,157328,absent,1
ENG  1301 15 in 06/111,144403,absent,1
ENG  1301 15 in 06/111,146335,absent,1
ENG  1301 16 in 11/101,112755,absent,1
ENG  1301 16 in 11/101,148974,late,1
ENG  1301 16 in 11/101,153151,absent,1
ENG  1301 16 in 11/101,154097,absent,1
ENG  1301 16 in 11/101,154973,late,1
ENG  1301 16 in 11/101,156373,absent,1
ENG  1301 16 in 11/101,157239,absent,1
ENG  1301 16 in 11/101,159455,absent,1
ENG  1301 17 in 06/106,148275,absent,1
ENG  1301 18 in 04/003,123860,absent,1
ENG  1301 19 in 04/002,146665,absent,1
ENG  1301 25 in 04/002,148513,absent,1
ENG  1301 25 in 04/002,154268,absent,1
ENG  1301 28 in 11/105,125383,absent,1
ENG  1301 28 in 11/105,152330,absent,1
ENG  1301 28 in 11/105,157159,absent,1
ENG  2303 07 in 11/101,84606,absent,1
ENG  2303 07 in 11/101,144175,absent,1
ENG  2303 08 in 11/105,99876,absent,1
ENG  2303 09 in 08B/001,142998,absent,1
ENG  2320 03 in 06/003,86326,absent,1
ENG  2320 03 in 06/003,93973,absent,1
ENG  2320 03 in 06/003,96119,absent,1
ENG  2320 03 in 06/003,138270,absent,1
ENG  2320 05 in 08/114,81159,absent,1
ENG  2320 05 in 08/114,84582,absent,1
ENG  2320 05 in 08/114,97750,absent,1
ENG  2320 05 in 08/114,101177,absent,1
ENG  2320 06 in 08/114,80546,absent,1
ENG  2320 06 in 08/114,81534,late,1
ENG  2320 06 in 08/114,84906,late,1
ENG  2320 06 in 08/114,102913,absent,1
FAS  0210 09 in 11/101,143530,absent,1
FAS  0210 09 in 11/101,154097,absent,1
FAS  0210 10 in 08/101,145631,absent,1
FAS  0210 10 in 08/101,149394,absent,1
FAS  0210 10 in 08/101,157549,late,1
FAS  0210 12 in 08/114,115082,absent,1
FAS  0210 12 in 08/114,148952,late,1
FAS  0210 13 in 08/114,156555,absent,1
FAS  0210 13 in 08/114,157414,absent,1
FAS  0210 14 in 08B/217,150450,absent,1
FAS  0210 15 in 06/008,145375,absent,1
FAS  0210 15 in 06/008,146150,absent,1
FAS  0210 15 in 06/008,158061,absent,1
FAS  0210 20 in 08B/001,145031,absent,1
FAS  1220 11 in 11/105,123522,absent,1
FAS  1220 11 in 11/105,157013,absent,1
FAS  1220 12 in 07/107,153675,absent,1
FAS  1220 13 in 06/111,146037,absent,1
FAS  1220 13 in 06/111,150482,absent,1
FAS  1220 13 in 06/111,155299,late,1
FAS  1220 14 in 08B/112,142598,absent,1
FAS  1220 15 in 08B/112,145757,absent,1
FAS  1220 23 in 11/101,117855,absent,1
FIN  3301 01 in 04/101,94753,absent,1
FIN  3301 01 in 04/101,95965,absent,1
FIN  3301 02 in 08B/108,101788,late,1
FIN  3302 02 in 06/008,98625,absent,1
FIN  3302 03 in 04/003,80829,absent,1
FIN  3302 03 in 04/003,102028,absent,1
FIN  3302 03 in 04/003,103027,absent,1
FIN  3303 01 in 07/003,102028,absent,1
FIN  3303 01 in 07/003,113929,absent,1
FIN  3303 03 in 07/003,79499,absent,1
FIN  3303 03 in 07/003,83735,absent,1
FIN  3303 03 in 07/003,93974,absent,1
FIN  3303 03 in 07/003,117332,absent,1
FIN  3303 04 in 08B/108,85778,absent,1
FIN  3303 04 in 08B/108,92901,absent,1
FIN  3303 04 in 08B/108,93608,absent,1
FIN  3303 04 in 08B/108,95816,absent,1
FIN  3303 04 in 08B/108,96724,absent,1
FIN  3303 04 in 08B/108,100587,absent,1
FIN  3303 04 in 08B/108,100936,absent,1
FIN  3303 04 in 08B/108,101060,absent,1
FIN  3303 04 in 08B/108,107677,absent,1
FIN  3305 01 in 04/102,106061,absent,1
FIN  4304 02 in 04/101,85548,absent,1
FIN  4304 02 in 04/101,86349,absent,1
FIN  4304 02 in 04/101,89870,absent,1
FIN  4304 02 in 04/101,91688,absent,1
FIN  4304 02 in 04/101,100936,absent,1
FIN  4304 02 in 04/101,100969,absent,1
FIN  4304 02 in 04/101,101738,absent,1
FIN  5313 01 in 08B/102,88119,absent,1
FIN  5313 01 in 08B/102,114106,absent,1
FRN  3210 02 in 06/008,94441,absent,1
FRN  3210 02 in 06/008,104385,absent,1
FRN  3210 02 in 06/008,117282,absent,1
FYE  1102 17 in 07/002,145811,absent,1
FYE  1102 17 in 07/002,147914,absent,1
FYE  1102 18 in 07/002,144820,absent,1
FYE  1102 18 in 07/002,152330,absent,1
FYE  1102 18 in 07/002,153893,absent,1
FYE  1102 18 in 07/002,154097,absent,1
FYE  1102 18 in 07/002,156512,absent,1
FYE  1102 19 in 07/002,149666,absent,1
FYE  1102 19 in 07/002,151384,absent,1
FYE  1102 19 in 07/002,152196,absent,1
FYE  1102 20 in 07/002,141202,absent,1
FYE  1102 20 in 07/002,141336,absent,1
FYE  1102 20 in 07/002,144900,absent,1
FYE  1102 20 in 07/002,144976,absent,1
FYE  1102 20 in 07/002,145159,absent,1
FYE  1102 20 in 07/002,151075,absent,1
FYE  1102 20 in 07/002,154649,absent,1
FYE  1102 20 in 07/002,156906,absent,1
FYE  1102 20 in 07/002,157162,absent,1
GBU  2301 04 in 04/004,103623,absent,1
GBU  2301 04 in 04/004,109466,absent,1
GBU  2301 04 in 04/004,117425,absent,1
GBU  2301 04 in 04/004,143692,absent,1
GBU  2301 05 in 04/108,87689,absent,1
GBU  2301 05 in 04/108,142706,absent,1
GBU  2301 05 in 04/108,145117,absent,1
GBU  2301 06 in 04/101,99422,absent,1
GBU  2301 06 in 04/101,121566,absent,1
GBU  2301 06 in 04/101,124315,absent,1
GBU  2301 06 in 04/101,142452,absent,1
GBU  2301 06 in 04/101,145736,absent,1
GBU  2301 06 in 04/101,147969,absent,1
GBU  3201 01 in 08/104,88119,absent,1
GBU  3201 01 in 08/104,149658,absent,1
GBU  3302 03 in 09/104,86364,absent,1
GBU  3302 03 in 09/104,102984,absent,1
GBU  3302 03 in 09/104,117006,absent,1
GBU  3302 04 in 04/004,81503,absent,1
GBU  3302 04 in 04/004,82943,absent,1
GBU  3302 04 in 04/004,84982,absent,1
GBU  3302 04 in 04/004,93364,absent,1
GBU  3311 01 in 04/002,100893,absent,1
GBU  3311 01 in 04/002,144802,absent,1
GBU  3311 03 in 04/001,117333,absent,1
GBU  3311 03 in 04/001,121431,late,1
GBU  3311 03 in 04/001,122339,late,1
GBU  3311 03 in 04/001,135495,absent,1
GBU  3311 03 in 04/001,135514,late,1
GBU  3311 04 in 04/104,120172,late,1
GBU  3311 05 in 04/004,119872,absent,1
GBU  3311 05 in 04/004,140552,absent,1
GBU  3311 05 in 04/004,141939,absent,1
GBU  3311 07 in 05/003,103515,absent,1
GBU  3311 07 in 05/003,116083,absent,1
GEO  1301 05 in 10/007,100893,absent,1
GEO  1301 05 in 10/007,110280,absent,1
GEO  1301 05 in 10/007,112635,absent,1
GEO  1301 05 in 10/007,112837,absent,1
GEO  1301 05 in 10/007,113579,absent,1
GEO  1301 05 in 10/007,118607,absent,1
GEO  1301 05 in 10/007,120231,absent,1
GEO  2305 01 in 10/007,143496,absent,1
GER  1301 02 in 08B/112,94469,absent,1
GER  1301 02 in 08B/112,98901,absent,1
GER  1301 02 in 08B/112,117754,absent,1
HIS  1301 01 in 09/104,87653,absent,1
HIS  1301 01 in 09/104,121011,absent,1
HIS  1301 01 in 09/104,138220,absent,1
HIS  1301 01 in 09/104,153889,absent,1
HIS  1301 02 in 04/106,80442,absent,1
HIS  1301 02 in 04/106,106163,absent,1
HIS  2301 03 in 04/108,100485,absent,1
HIS  2301 03 in 04/108,143543,absent,1
HRD  3302 01 in 08/111,84958,absent,1
HRD  3302 01 in 08/111,91860,absent,1
HRD  3304 01 in 08/111,81353,absent,1
HRD  3304 01 in 08/111,85516,late,1
HRD  3401 01 in 04/107,84207,absent,1
HRD  3401 01 in 04/107,102993,absent,1
HRD  4304 01 in 08/101,78723,absent,1
HRD  4304 01 in 08/101,84309,absent,1
HRD  4304 01 in 08/101,85516,absent,1
HRD  4304 01 in 08/101,98548,absent,1
HRD  4304 01 in 08/101,98664,absent,1
HRD  5314 01 in 11/003,74164,late,1
HRD  5314 01 in 11/003,141874,absent,1
HUM  2302 01 in 08/104,86072,absent,1
HUM  2302 01 in 08/104,94524,absent,1
HUM  2302 01 in 08/104,153613,absent,1
HUM  2302 02 in 06/111,85458,absent,1
HUM  2302 02 in 06/111,96973,absent,1
HUM  2302 02 in 06/111,113398,absent,1
HUM  2302 02 in 06/111,114034,absent,1
HUM  2302 02 in 06/111,117183,absent,1
HUM  2302 02 in 06/111,157957,absent,1
HUM  2306 01 in 07/003,85479,absent,1
HUM  2306 01 in 07/003,87689,absent,1
HUM  2306 01 in 07/003,91756,absent,1
HUM  2306 02 in 04/101,117977,absent,1
INS  2301 02 in 04/108,76161,absent,1
INS  2301 02 in 04/108,85911,late,1
INS  2301 02 in 04/108,90560,absent,1
INS  2301 02 in 04/108,94413,late,1
INS  2301 02 in 04/108,116713,late,1
INS  2301 02 in 04/108,119253,late,1
INS  2301 02 in 04/108,122372,absent,1
INS  2301 02 in 04/108,135451,late,1
INS  2301 02 in 04/108,143308,late,1
INS  3303 01 in 04/107,85769,absent,1
INS  3303 01 in 04/107,85896,absent,1
INS  3306 01 in 08/114,84297,absent,1
INS  3306 01 in 08/114,84680,absent,1
MGT  3301 01 in 08B/108,107677,absent,1
MGT  3301 01 in 08B/108,117855,absent,1
MGT  3301 02 in 04/108,100492,absent,1
MGT  3301 07 in 04/102,94753,absent,1
MGT  3302 01 in 04/004,85214,absent,1
MGT  3302 01 in 04/004,92160,absent,1
MGT  3302 01 in 04/004,100736,absent,1
MGT  3302 01 in 04/004,100894,absent,1
MGT  3302 01 in 04/004,117332,absent,1
MGT  3302 02 in 04/001,81266,absent,1
MGT  3302 02 in 04/001,97275,absent,1
MGT  4312 01 in OFFF/ONLIN,95965,absent,1
MGT  4312 03 in OFFF/ONLIN,85363,absent,1
MGT  4312 03 in OFFF/ONLIN,100509,absent,1
MIS  3301 05 in OFFF/ONLIN,80057,absent,1
MKT  3301 03 in 04/101,87667,late,1
MKT  3301 03 in 04/101,97039,late,1
MKT  3301 03 in 04/101,117855,late,1
MKT  3301 03 in 04/101,140383,late,1
MKT  3301 05 in 11/008,118437,late,1
MKT  3301 07 in 04/004,91756,absent,1
MKT  3301 07 in 04/004,114113,absent,1
MKT  3301 07 in 04/004,120374,absent,1
MKT  3302 01 in 07/003,81732,late,1
MKT  3302 01 in 07/003,88514,absent,1
MKT  3302 01 in 07/003,92901,absent,1
MKT  3302 01 in 07/003,99434,late,1
MKT  3302 01 in 07/003,100893,absent,1
MKT  3302 01 in 07/003,102136,absent,1
MKT  3302 02 in 07/003,87265,absent,1
MKT  3302 02 in 07/003,98592,absent,1
MKT  3303 03 in 08/114,100736,absent,1
MKT  3305 01 in OFFF/ONLIN,89652,absent,1
MKT  3305 01 in OFFF/ONLIN,91172,absent,1
MKT  3305 01 in OFFF/ONLIN,91722,absent,1
MKT  3305 01 in OFFF/ONLIN,100721,absent,1
MKT  3305 02 in OFFF/ONLIN,85013,absent,1
MKT  5302 01 in 06/111,70371,absent,1
MKT  5302 01 in 06/111,88119,absent,1
MKT  5302 01 in 06/111,149807,absent,1
MKT  5304 01 in 09/104,71169,absent,1
MKT  5304 01 in 09/104,72864,absent,1
MKT  5304 01 in 09/104,77443,absent,1
MTH  1303 06 in 07/003,143517,absent,1
MTH  1303 06 in 07/003,145545,absent,1
MTH  1303 06 in 07/003,145887,absent,1
MTH  1303 06 in 07/003,153449,absent,1
MTH  1303 06 in 07/003,155219,absent,1
MTH  1303 06 in 07/003,157331,absent,1
MTH  1303 06 in 07/003,157957,absent,1
MTH  1303 07 in 09/104,117629,absent,1
MTH  1303 07 in 09/104,143018,absent,1
MTH  1303 07 in 09/104,144128,absent,1
MTH  1303 07 in 09/104,149887,late,1
MTH  1303 07 in 09/104,150504,absent,1
MTH  1303 07 in 09/104,156058,absent,1
MTH  1304 07 in 08B/217,146316,absent,1
MTH  1304 07 in 08B/217,154097,absent,1
MTH  1304 08 in 04/002,99057,absent,1
MTH  1304 08 in 04/002,147914,absent,1
MTH  1304 08 in 04/002,149593,late,1
MTH  1305 01 in 04/105,118607,absent,1
MTH  1305 01 in 04/105,139318,absent,1
MTH  1305 01 in 04/105,141859,absent,1
MTH  1305 01 in 04/105,141936,absent,1
MTH  1305 01 in 04/105,145802,late,1
MTH  1305 01 in 04/105,147661,late,1
MTH  1305 01 in 04/105,147994,late,1
MTH  1305 01 in 04/105,151763,late,1
MTH  1305 01 in 04/105,156780,absent,1
MTH  1305 01 in 04/105,157091,late,1
MTH  1305 01 in 04/105,157414,absent,1
MTH  1305 05 in 04/105,123533,absent,1
MTH  1305 05 in 04/105,146037,absent,1
MTH  1305 06 in 04/105,143242,late,1
MTH  1305 06 in 04/105,145384,absent,1
MTH  1388 01 in 04/102,157496,absent,1
MTH  2301 10 in 04/001,116629,absent,1
MTH  2301 10 in 04/001,117688,absent,1
MTH  2301 10 in 04/001,122928,absent,1
MTH  2301 10 in 04/001,136046,absent,1
MTH  2301 10 in 04/001,142909,absent,1
MTH  2301 10 in 04/001,145757,absent,1
MTH  2301 11 in 04/001,84786,absent,1
MTH  2301 11 in 04/001,99876,absent,1
MTH  2301 11 in 04/001,100293,absent,1
MTH  2301 11 in 04/001,135643,absent,1
MTH  2301 11 in 04/001,138919,absent,1
MTH  2304 01 in 06/106,97337,absent,1
MTH  2304 01 in 06/106,101388,absent,1
MTH  2304 01 in 06/106,120335,absent,1
MTH  2320 05 in 09/104,76943,absent,1
MTH  2320 05 in 09/104,85807,absent,1
MTH  2320 05 in 09/104,119865,absent,1
MTH  2320 05 in 09/104,142845,absent,1
MTH  2320 06 in 04/001,83694,absent,1
